text,label,clean_text
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,0,ppp buru buru tolak wacana pilkada dprd
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",0,random pagi nyamperin meja kerja trus nanya pake bedak sih biar mukanya bersih istri butek ningin ku pake air wudhu ku kristen
USER USER KO GUA KAMPRET',0,ko gua kampret
Memek lonte pengen disodok kontol gede',0,memek lonte pengen disodok kontol gede
Jokowi aja yg mundur. USER tutup. URL,1,jokowi aja yg mundur tutup
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",1,ngomong opo mulut banci beli kaca lihat dirimu broo
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',1,amin rasis nada dani nada ratna si paiiit nada si onta nada si lobang anus njdi jngan takut wo wo nkehabisan obat penenang yh
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',1,tunggu komando imam bejat cabul taik beer xf x f x d xba n nape bawa ulama ndasar banj sempak
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',1,kabinet berantakan npemecah belah persatuan ad rezim
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",1,dih ngaku pinter dr orang politik ngaca woyy tampang loe aja k xc xa k orang bego ckakakakak
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",1,pdiperjuanganmenang menekan perusahaan tambang dgn target proyek impossible dilelang murah antek cina ntb contoh pdip menang dasar bajingan
USER USER ga caya sama mulut buaya mu bwang',1,ga caya mulut buaya mu bwang
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",0,sby prabowo menyatu melawan mega jokowi peristiwa terulang dimana pdip yg incumbent dikalahkan mutlak sby tp jk jkw mega sby melawan prabowo mk pilpres selesai jk poros pilpres mk salah lawan
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1,kayak banci kaleng gatot gaduh gentleman mundur bersaing pemilihan presidens melawan jokowi
bebal...,0,bebal
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",0,indonesia negara populasi muslim terbesar dunia islam musuh barat amp komunis menghambat agenda kepentingan obviously
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,umuh gt persib npersib kunyuk n xf x f x x xf x f x x xf x f x x
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,1,film muslim pilih ahok mati nggak sholatin dijamin laris
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",0,banu banu yahudi beda dgn banu banu kristen syriac salah perbedaan ad banu yahudi tetep pake eloah elohim yahwe syriac pake alah allah
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',0,eh muka merah tu dpt cendol la setan cuaca skrg ni panas
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,1,pemberitaan saracen diframing katak seakan tim prabowo anies sandi seberulnya media menumpahkan sakit hati katak cebong ehe
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",0,giat bhabinkamtibmas brigpol mbs sihombing pd rabu april melaks sambang desa tatap muka monitoring kamtibmas pilkada desa lobusiregar i tepatnya dirumah rudi panjaitan helman siahaan hotman siahaan
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,0,syg bgt ya ngeliat perempuan kyk gini gak status tp udah nemplok sm laki laki haduh nnagita slavina blak blakan ayu ting ting kampungan xe x x viva
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',0,jgn lupa kang umat katolik minorutas diperhatika gubernur golongan golongan
USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',1,ane cebong udeh dibilangin maren ngeyel nsitu maksa ane cebong
"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",1,kelemahan gerindra orang prabowo turun elektabilitasnya congor fadlizon spt durno
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",0,selamat kartini kali dirayakan maknanya kali
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",0,foto bisu tpi memiliki arti yg sush diartikan sma susah diartikan putus
USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,0,wakakakaka mengalaminya xf x f x x xf x f x x xf x f x x xf x f x x tetiba muncul grub wa a n bani abd hadi a k a mbahku mek kenal orang xf x f xa xa xf x f xa xa xf x f xa
"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",0,abam pres badar n nuqaba pling boekkk ni hebat dlm bidang agama x tkut nk tgur member sndiri n wat lawak hambar yg pling ingt smpai skrg lawak klau org ckp jom gerak skrg akn gerakkn badan yg chubby tu
â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,0,anak pekan mengilhamkan dasar ekonomi deb penggerak utama kemajuan ekonomi bandar beliau allahyarham tun abdul razak ds malaysiamemilih hogohundi
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",0,hahaha sialaaan nih si klo lg laper presiden disikat doi
"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",1,menasehati kali ga ugal an nih rezim eh negeri sdh keburu ancor skrg ekonomi morat marit kacaoooooo
"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",0,aelaah silit kebeler ngapa dikasianin org sayang nsetelah sosmed gw sadar bbrapa seitansai kemarin ntar gw ceritain duuuhhh xf x f xa xa xf x f xa xa xf x f x x
"USER iya, tdi cacad'",0,iya tdi cacad
"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",1,rakyat makan aspal beton solusi jitu mengurangi kemiskinan keahlian cebong tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme gantipresiden
"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",0,baca ttg harun yahya yg membelot kubu yahudi dgn freemasonry nya kdg suka ga percaya
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,0,maju ulama bergerak tokoh agama indonesia nderekgusmus
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,
"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",0,mukidikepedean mudah ya yg keras yg keras nama
USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',1,kemarin hujat mengharap dasar bani kamprey
"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",1,penjelasan sy fitnah silahkan dibantah apollinaris darmawan al quran kitab sampah
"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",1,monyet aja koloe dbilang saudra sma elo ogah hdupmu gini ya toe hati comberan
Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',0,body lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit amp lbh bcahaya info bmi
USER Tak punya cacat di masa lalu krn blum bermasa lalu',0,cacat krn blum bermasa
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',0,penganut bumi datar xf x f x x d nsoalnya teori bumi bulat orang asing yg notabane musuh
"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",1,becak warga binjai disita tenda bertuliskan gantipresiden pks meradang bukti pemerintah panik takut
lebih baik jokowi mundur..,1,jokowi mundur
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,0,munas alim ulama ppp semarang menghasilkan rekomendasi syarat kriteria kriteria calon wakil presiden mendampingi bpk jokowi romahurmuziy
USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,0,pencerahan nya gagal anak ekonomi wkwk
"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",0,kafan berasal budaya yahudi umat islam mengklaim
Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),1,rezim skrg kendali negara cina komunis yg mjd patron tunggal rezim anti islam jokowi
USER USER itu tanda nya mau pilkada n pilpres,0,tanda nya pilkada n pilpres
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang,0,misi membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur no jabarasyik asyikm nang
Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;,0,ketabahan pasangan en taufiq puan nurliyana wajar dicontohi jom sumbangan meringankan beban pasangan come on twitter do your things bsn bank islam nurliyana bte abdul raziff
"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",1,apaansi tai gt doang belagunya udah selangit ga inget karma ntar bbrp taun kalo idol lu flop gua ketawa keras
USER USER celeng kgn gw y',0,celeng kgn gw y
"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",0,teranginegeri budaya yuk visit purwokerto mumpung even rakyat purwokerto extravaganzabanyumas
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",0,presiden dana taktis kepentingan rakyatnya program pemerintah program pembangunan infrastruktur kip kis sertifikat tanah perhutanan sosial bbm harga padat karya
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',0,aamiin ya allah ntimnya kinan aja pelatihan ular rawa rawa dapatnya sungai gede gt musuhnya buaya wkwkw
USER USER MAJU KAMU NGATAIN MAMA AKU BOLOT',1,maju ngatain mama bolot
"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",1,grombolan kadal jidat gosong mmg bgtu sukanya ribut klo grombolanya yg salah pura budek dasar grombolan cingkrang
USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81',0,segitu gentarnya takut kafir xf x f x x
RT USER USER betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,saracen akun kritis dianggap saracen aneh jokowi
USER siapa bego lu bukan tmn gua najis dah kesel sendiri gue',1,bego lu tmn gua najis dah kesel gue
USER USER Kafir kristen selalu buat ulah,1,kafir kristen ulah
"USER Tau dong, bau baunya udh keciri ini sipit buluq'",1,tau bau baunya udh keciri sipit buluq
"USER kayak memegang, bukan mucikari'",0,kayak memegang mucikari
"Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai",0,guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah mendukung pilkada damai
USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c',0,anjir serem maennya begituan xf x f x x xf x f x x c
USER Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asing/tukar ke rupiah',0,kayaknya bank bilang aja jual uang asing tukar rupiah
USER USER USER USER Onta yaman ni\n\nsetahun lagi gua deportasi loe',1,onta yaman ni n nsetahun gua deportasi loe
Hati-Hati Berita Pilkada yang Berbau Hoax #madiun #madiuntoday #100thmadiun #KotaKarismatikMadiun #tolakcukaiilegal; Kunjungi juga,0,hati hati berita pilkada berbau hoax madiun madiuntoday thmadiun kotakarismatikmadiun tolakcukaiilegal kunjungi
USER anak cocot ya ini USER',1,anak cocot ya
USER \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,1,xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x udah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update tong sampah diambil ss taunya berit udah
Mantaaap DM dekat sama Banser bang USER,0,mantaaap dm banser bang
"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94'",0,lebah yg gak suka bunga makan bangkai gw penasaran madu nya kaya gimana xf x f xa x
USER USER Pantas indonesia mundur dalam segala bentuk,1,indonesia mundur bentuk
USER USER USER USER Naahh yg dongo yg bilang hekell hahaha',0,naahh yg dongo yg bilang hekell hahaha
USER USER USER USER Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a,1,hahahaha blunder lu cebong yg gak ngasih tuh pem pusat alasan ham rakyat aceh ya kali cobak kau datangi pemerintah bilang suruh hukum islam kaffah aceh klau dpr a
BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK LGI KE ATAS!1!',0,bangsad gua dah nyelem ampe lgi
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,0,dipancing pancing dgn urusan penistaan berbicara pemahaman ttg fiksi kitab suci
USER USER USER USER Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..\xf0\x9f\x98\x82',1,cebong kacung kt temen gw dungunya sampe tulang sum jd jgn buang energi debat sm xf x f x x
USER PARTAI KORUPSI SAPI......goblog...',1,partai korupsi sapi goblog
"Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat, gmn mau open redtube ? Cetan !! USER'",1,signal kntl pemeliharaan niat gak sih login twitter doank susah gmn open redtube cetan
USER USER Matane aku moh aku kafir wkwkwk',0,matane moh kafir wkwkwk
USER Jadi inget fesbuk anjir lupa aku',0,inget fesbuk anjir lupa
"USER kalo aing sih bakal bilang ""hilih kntl""'",0,kalo aing sih bilang hilih kntl
"Nikita Mirzani udah pake hijab, yg masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!! #cokoRers'",1,nikita mirzani udah pake hijab yg ngomong cebang cebong udah fantasiin doi belom uh ah cokorers
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0,tatapannya dialihkan arah enggan menatap pria mencurigakan lagipula kali gaduh suasana angie menemukan pria asing tidur sofanya kejadian
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV',0,lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi yg bernama isdv
Shaheizy Sam wajah baharu Calpis,0,shaheizy sam wajah baharu calpis
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",0,ya terserah lo aja balasnya fokus kerjaan tugas project seni budaya setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian project
